test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs]
2024-04-09,Pro,70+,,37.11,6763.83,5265.04,53.58,6940.6,455.67,245.67,0.57,-34.01,2.88,7.52,3.64,7.2,2366.77,2326.07,27.27,33.63,5324.21,54.19,-4.7,3.65,4441.6,3479.18,2266.4,2765.7,3251.9,41302.27,26.73,2.4,133.98,1360.59,981.57,-3.37,-8.39,41.0,40.0,66.5,64.6,49.3,51.2,,,,2024-04-16,73.8,19.0,3.61,216.17
2024-04-09,College,,<80,32.89,5679.01,5968.66,49.52,5295.31,562.5,316.0,0.41,-35.31,0.15,7.84,-0.25,0.65,2593.79,2476.04,475.79,26.45,4125.01,34.22,6.63,0.94,3748.22,2574.36,2857.22,2934.72,3142.22,23310.77,23.3,1.49,73.48,,,,,46.0,43.0,70.5,50.3,52.3,52.3,2024-04-08,64.1,21.4,,,,2.18,265.21
2024-04-09,High School,<65,,34.58,2752.7,3306.34,44.92,3235.95,631.0,396.67,0.37,-58.13,-8.59,1.6,-4.29,4.79,1697.11,1692.83,90.37,29.5,3388.06,46.04,-4.31,3.45,,,,,,38842.09,17.06,1.84,81.0,1123.55,739.64,-26.77,-8.82,62.0,50.0,61.4,49.6,51.3,58.5,,,,2024-04-08,59.6,13.0,,161.92
2024-04-09,High School,65-70,80-85,40.96,3362.64,5145.05,58.26,2781.28,678.67,328.33,0.45,-41.4,1.21,-3.08,3.55,3.31,2006.73,1905.76,509.2,34.38,4670.79,52.89,8.83,4.04,4088.9,3224.15,1316.8,1412.0,1546.3,68335.05,29.43,2.44,142.98,898.89,898.89,-3.53,-3.5,58.0,63.0,36.5,45.4,22.0,33.6,2024-04-08,83.7,38.1,2024-04-08,69.9,27.2,3.72,194.28
2024-04-10,High School,,<80,40.17,4586.07,4955.41,55.21,5009.75,604.5,279.25,0.49,-37.53,-0.35,10.44,1.93,7.85,2111.17,2108.56,389.5,35.31,4492.55,50.06,2.2,5.37,3680.6,2800.06,1338.4,1779.5,2216.2,43809.74,20.6,1.93,96.96,,,,,,,,,,,2024-04-03,58.6,31.0,,,,3.18,197.45
2024-04-10,Pro,,85-90,41.76,7618.82,5548.15,58.14,9534.39,420.67,243.0,0.73,-32.53,-1.82,1.36,-0.35,-1.69,2544.54,2610.8,134.13,34.09,5360.51,55.91,-1.42,-1.73,4329.8,3389.44,2796.7,3442.0,3416.7,48859.49,34.43,3.01,195.48,,,,,49.0,35.0,60.7,58.1,62.8,61.1,2024-04-10,87.1,30.2,,,,3.62,209.95
2024-04-10,Pro,<65,<80,32.08,8311.81,4650.05,46.94,12224.09,380.33,245.0,0.56,-31.76,-6.0,-2.12,-3.62,-0.79,2667.83,2742.48,106.63,28.0,4204.92,42.45,7.21,0.23,4395.5,3429.94,1567.1,1783.0,2136.8,52140.76,17.33,2.24,103.98,1430.45,988.13,2.87,12.71,61.0,54.0,47.6,50.2,46.3,48.6,2024-04-08,70.4,14.2,2024-04-09,57.4,16.1,3.53,217.95
2024-04-11,High School,<65,,30.73,4875.57,4320.9,48.38,6302.65,531.33,306.67,0.41,-37.43,-12.09,-7.54,-12.72,-0.8,1988.23,1989.9,163.8,26.67,4244.34,47.53,-3.31,-6.11,3158.6,2284.83,1419.1,1900.3,2246.2,23591.39,23.3,1.81,97.7,,,,,63.0,58.0,33.2,33.3,31.6,41.4,,,,2024-04-16,56.1,25.7,2.61,196.48
2024-04-12,College,,80-85,45.52,4843.31,5042.61,59.08,6534.29,496.5,311.5,0.63,-42.53,-0.64,-1.32,1.28,3.39,2148.02,2159.52,98.52,43.91,5051.98,59.21,-4.33,2.58,,,,,,35426.36,37.05,2.85,184.81,,,,,,,,,,,2024-04-05,82.5,36.9,,,,,187.77
2024-04-12,High School,<65,<80,32.2,7273.06,4430.98,50.35,6440.6,474.33,226.33,0.5,-25.69,13.23,12.54,12.31,10.3,2264.89,2148.66,301.88,26.75,3937.81,44.75,13.1,8.81,2745.5,1884.57,1153.7,1344.3,1552.8,49223.45,25.6,2.37,131.28,863.09,863.09,6.47,6.46,68.0,72.0,35.6,40.7,40.2,53.9,2024-04-11,74.2,17.5,2024-04-11,59.2,28.2,2.18,193.62
2024-04-12,College,70+,85-90,55.37,5284.33,6726.86,64.95,8042.75,560.75,310.75,0.79,-53.86,0.69,-1.21,1.79,-3.12,2903.52,3001.95,158.05,47.49,6337.27,61.17,-1.05,0.38,4915.6,3896.0,2034.0,2536.9,2777.0,43072.58,33.15,2.17,133.32,1455.38,1032.07,15.6,16.66,49.0,52.0,53.0,61.2,51.6,70.3,2024-04-25,85.6,30.8,2024-04-23,80.2,27.7,3.84,227.85
2024-04-12,College,,80-85,44.17,4823.02,4387.16,53.39,7036.36,482.0,293.33,0.67,-46.62,4.85,1.89,4.25,4.71,2282.64,2343.25,96.53,38.83,4499.14,54.75,-2.82,3.72,4079.0,3273.87,1895.8,2479.8,2808.3,44527.46,34.56,2.68,177.81,1039.09,824.71,0.8,2.34,64.0,72.0,40.2,55.5,68.2,59.7,2024-04-16,83.5,40.4,,,,4.06,180.77
2024-04-12,High School,,80-85,41.8,6239.27,5164.82,57.45,7178.5,476.0,258.0,0.6,-35.95,6.69,5.93,7.49,7.36,2423.52,2429.02,190.77,38.44,4726.65,52.56,11.25,5.42,,,,,,33623.7,27.23,2.16,126.18,1123.27,902.77,-1.88,7.0,,,,,,,2024-04-05,81.2,28.2,,,,,197.78
2024-04-16,High School,65-70,,43.68,5889.23,4880.64,63.91,5497.97,483.67,220.0,0.65,-28.08,15.11,22.14,15.59,7.63,2059.46,1911.97,258.05,35.62,4106.59,53.77,16.28,9.93,3089.8,2340.67,1113.9,1319.3,1597.7,39922.8,34.05,2.56,166.66,1249.52,766.64,-1.73,-0.58,39.0,40.0,52.1,56.4,44.3,44.4,,,,2024-04-15,68.8,18.9,3.13,168.01
2024-04-16,High School,<65,,37.06,5094.72,3629.33,55.75,6173.38,436.0,233.33,0.62,-31.4,4.72,1.39,5.04,-0.49,1740.56,1745.16,150.63,32.02,3073.07,47.21,-2.87,-0.85,2958.6,2318.81,750.7,887.4,1034.1,43500.53,36.14,2.93,196.3,759.85,656.77,1.4,4.63,39.0,62.0,38.5,35.1,32.3,35.1,,,,2024-04-15,57.8,22.0,3.63,143.22
2024-04-16,College,,85-90,37.16,6106.2,4488.5,49.51,6581.8,468.0,273.0,0.54,-36.55,-9.97,-5.02,-5.26,0.56,2425.19,2414.69,187.19,33.75,4727.88,52.15,-11.59,-5.15,4050.46,3162.08,1307.96,1335.96,1401.46,42588.91,25.49,2.49,138.94,1211.35,904.35,1.5,4.36,60.0,59.0,51.6,51.5,67.9,52.3,2024-04-08,88.7,37.4,,,,3.56,199.45
2024-04-16,Pro,,90+,49.26,8148.67,7218.59,65.8,13185.25,440.5,267.5,0.77,-38.25,-8.03,-8.95,-9.39,-3.38,3141.88,3179.38,64.88,44.41,6892.9,62.84,-5.03,-4.08,5108.68,4035.24,2589.18,3137.43,3612.93,38086.86,37.35,2.45,157.57,1355.63,1144.13,6.08,-0.78,62.0,62.0,48.8,27.8,46.7,58.7,2024-04-02,90.3,26.8,,,,3.75,241.34
2024-04-16,High School,70+,,34.63,3812.97,4328.27,48.38,3364.63,606.0,328.0,0.43,-40.22,1.7,9.92,1.38,-7.28,1840.6,1806.75,269.25,28.79,3874.77,43.31,-0.6,-7.71,3300.6,2423.0,1223.2,1388.4,1673.0,26954.16,25.6,2.29,123.62,1081.16,1081.16,-0.8,-0.84,47.0,44.0,42.8,32.8,33.2,38.2,,,,2024-04-15,70.6,6.3,2.76,196.83
2024-04-16,High School,<65,,33.32,4740.9,3805.91,48.01,4766.91,504.67,261.67,0.45,-33.25,7.88,15.72,7.31,3.16,1887.02,1875.16,298.82,22.16,3128.82,39.47,8.43,0.49,3112.3,2335.22,1367.8,1735.2,2116.9,36118.51,18.74,2.06,98.03,938.2,938.2,9.77,9.76,43.0,54.0,31.0,41.1,17.2,40.4,,,,2024-04-15,63.1,25.4,3.0,174.39
2024-04-16,High School,<65,<80,30.95,2047.67,2995.69,47.48,1416.68,740.0,313.0,0.31,-31.41,1.06,-1.83,3.41,-0.58,1380.53,1081.54,438.78,21.26,2331.01,36.95,-1.92,-2.7,,,,,,32025.14,21.11,2.25,115.1,651.94,651.94,-0.13,-0.11,66.0,63.0,15.8,24.8,19.1,16.4,2024-04-15,71.9,37.1,2024-04-15,54.9,22.9,,138.8
2024-04-17,Pro,,90+,44.57,5903.63,5740.21,59.79,7747.27,458.0,274.5,0.64,-38.81,6.14,19.27,7.7,2.63,2396.12,2373.87,81.12,41.75,5868.68,61.13,8.8,6.03,3919.85,2978.51,2119.1,2494.1,2927.85,35539.54,29.67,2.47,150.45,1481.96,957.29,-0.6,-3.21,60.0,53.0,58.6,50.2,54.2,51.6,2024-04-09,91.5,27.9,,,,3.16,211.22
2024-04-23,High School,<65,<80,28.45,2967.66,2461.96,42.68,2721.62,501.0,331.33,0.39,-34.08,-6.45,-4.03,-7.1,-3.43,1152.53,1129.12,117.38,23.55,2252.24,39.04,-1.12,-2.92,,,,,,36357.35,15.8,1.95,86.75,1104.49,568.47,1.67,0.14,60.0,59.0,18.7,22.8,29.0,26.5,2024-04-22,65.8,21.7,2024-04-22,49.7,10.9,,126.92
2024-04-23,Pro,70+,,41.8,6678.2,5493.08,53.16,9353.07,454.67,297.0,0.59,-40.37,12.29,16.49,1.87,-2.65,2751.22,2770.95,81.12,37.48,5512.9,53.35,16.77,-0.23,4060.2,3044.62,2114.0,2842.1,2951.0,49766.05,25.16,2.58,140.61,1551.41,1028.45,-7.8,-6.43,67.0,53.0,52.9,57.1,66.4,83.7,,,,2024-04-22,77.5,26.9,3.0,227.35
2024-04-23,College,65-70,,46.07,6605.4,5417.45,59.19,10807.95,514.33,273.67,0.69,-44.02,-4.0,-1.08,-1.02,5.96,2943.99,2980.86,79.1,35.62,5059.59,55.28,-5.45,9.94,4360.7,3458.88,1553.4,2078.7,2449.2,51306.96,30.89,3.06,189.94,1232.48,915.68,3.8,-5.61,59.0,53.0,45.0,56.6,51.1,27.3,,,,2024-04-22,69.4,22.2,3.85,201.37
2024-04-24,High School,65-70,<80,43.77,7762.79,5247.58,62.96,10791.51,387.33,220.67,0.84,-32.85,3.44,6.89,-0.57,2.42,2421.05,2532.73,6.31,35.27,4869.77,58.43,-8.18,0.52,3774.4,2956.72,1379.7,1746.5,2154.2,49627.84,40.11,3.38,223.18,1649.65,834.28,0.37,7.05,74.0,74.0,44.5,52.0,52.0,48.3,2024-04-22,79.5,51.8,2024-04-22,67.6,19.2,3.62,183.37
2024-04-24,High School,,<80,37.21,4964.81,3869.55,52.57,6121.31,471.0,253.5,0.55,-36.19,4.12,-6.84,3.11,-3.73,1833.21,1837.71,41.96,33.55,3464.52,47.07,3.36,-6.44,,,,,,32101.33,33.75,2.59,164.09,969.71,741.96,-9.18,-5.65,,,,,,,2024-05-03,72.7,27.8,,,,,161.94
2024-04-24,High School,,85-90,45.92,3705.89,4357.42,61.57,3504.29,524.0,285.5,0.59,-36.19,3.74,12.16,4.85,6.09,1646.71,1531.71,191.71,37.92,3993.24,56.32,12.82,11.25,,,,,,40093.29,37.73,2.92,197.12,1399.21,711.21,-1.9,-3.78,,,,,,,2024-05-03,87.3,45.7,,,,,155.69
2024-04-25,College,,90+,50.39,6657.11,6112.25,64.66,8994.4,453.0,279.0,0.8,-38.47,1.21,4.59,5.38,4.72,2671.88,2712.88,160.63,44.78,5761.84,60.96,1.4,11.44,5642.62,4715.99,2194.37,2633.37,3135.12,34199.37,36.81,2.54,165.32,1541.63,938.63,-1.53,-16.68,75.0,69.0,49.5,49.1,56.3,66.4,2024-05-07,93.8,28.2,,,,5.09,207.94
2024-04-26,Pro,,<80,42.23,6213.01,5617.49,61.68,7027.3,435.0,262.0,0.66,-32.82,0.82,3.31,2.83,2.83,2192.71,2194.14,154.8,35.94,5111.34,56.15,2.48,1.85,4131.7,3237.82,1242.0,1534.0,1944.8,28784.19,35.61,2.39,160.17,1009.02,1009.02,-17.37,-17.03,63.0,59.0,43.0,47.5,49.5,66.8,2024-04-30,0.0,20.3,,,,3.63,200.38
2024-04-29,College,,80-85,40.38,6491.65,4665.92,59.81,10109.17,399.0,251.5,0.65,-32.05,10.76,0.76,3.04,3.53,2057.52,2150.52,96.27,35.3,4076.54,52.26,1.07,3.26,3539.51,2775.38,1285.01,1505.01,1744.51,34715.34,40.39,2.84,191.4,1025.02,782.35,-5.8,-8.87,70.0,78.0,33.2,50.7,83.4,70.4,2024-05-02,82.1,32.1,,,,3.63,171.62
2024-04-29,College,,80-85,39.29,5717.93,4501.86,49.5,7318.38,469.0,298.5,0.52,-41.8,-6.54,-4.31,-4.82,-7.6,2510.27,2521.77,133.52,36.45,4544.84,49.98,-4.03,-3.64,,,,,,46663.54,27.54,2.62,155.15,1136.02,905.52,-18.55,-9.54,65.0,56.0,72.0,44.3,56.9,,2024-04-23,81.3,25.7,,,,,200.07
2024-04-29,College,,80-85,36.05,6172.6,5375.59,51.64,8186.88,493.0,304.5,0.53,-37.87,-2.78,-3.41,2.44,9.62,2475.02,2483.02,145.52,31.95,4953.59,47.59,7.11,5.79,3423.17,2405.34,1936.92,2021.67,2222.42,46523.32,25.04,2.23,123.93,1277.02,1210.52,2.83,2.22,46.0,43.0,55.1,46.1,45.1,37.2,2024-04-23,84.7,40.6,,,,2.36,229.0
2024-04-29,College,,80-85,37.24,7168.23,5317.07,56.64,9592.41,475.5,268.5,0.58,-33.64,-5.41,-10.68,-2.51,-5.62,2521.35,2530.85,120.6,35.35,5050.18,53.8,0.28,-0.04,4126.97,3209.26,1605.97,2029.97,2607.97,55347.76,27.67,2.67,156.37,1465.77,939.1,1.6,4.36,67.0,57.0,55.4,61.9,35.3,50.4,2024-04-23,82.7,39.0,,,,3.49,206.51
2024-04-29,High School,,85-90,42.59,3794.5,4384.43,58.11,4230.81,524.0,329.33,0.49,-43.77,-1.9,1.37,-2.97,0.95,1719.37,1716.03,60.7,39.68,4645.25,61.57,8.78,-0.2,3054.12,2315.58,1626.37,2042.37,2453.12,47120.24,38.44,2.66,174.62,1070.2,756.45,2.05,-2.28,55.0,49.0,40.3,45.4,39.9,44.7,2024-04-29,87.1,36.3,,,,3.13,165.99
2024-04-30,College,,<80,40.23,6517.66,5103.92,55.06,8364.15,430.33,266.67,0.64,-37.69,-2.54,-3.04,-1.31,1.48,2508.93,2525.16,69.41,37.11,4979.4,53.71,-5.39,0.84,4002.8,3099.8,1514.7,1774.5,2093.7,38284.48,33.53,2.74,170.63,1142.31,1142.31,0.13,0.13,46.0,57.0,51.0,45.1,36.8,30.9,2024-04-30,0.0,30.8,,,,3.41,203.94
2024-04-30,Pro,,85-90,53.16,5050.85,6097.73,68.05,5922.69,527.5,280.5,0.68,-43.21,3.1,-5.72,1.41,0.44,2417.11,2403.86,223.11,46.16,5889.64,65.73,16.27,-1.0,3892.87,3016.25,1486.62,2322.87,2712.87,46341.11,35.22,2.59,169.95,1072.53,921.19,-13.5,-16.97,54.0,54.0,58.1,36.8,57.5,69.4,2024-04-29,88.5,24.9,,,,3.43,197.14
2024-04-30,High School,,<80,31.07,2439.57,3354.36,46.58,1667.56,711.0,352.0,0.31,-36.24,5.73,7.33,-0.25,5.82,1478.17,1181.92,300.17,28.65,3298.97,45.81,5.64,5.89,2138.45,1432.27,983.45,1067.7,1443.7,12319.15,23.3,1.44,76.96,687.75,687.75,3.07,3.08,59.0,58.0,25.0,30.6,52.3,52.3,2024-04-29,69.3,24.6,2024-04-29,,19.0,2.03,158.42
2024-04-30,Pro,,90+,45.02,5436.46,5750.09,54.82,8475.97,542.5,319.0,0.59,-47.34,9.59,10.53,3.6,-2.35,2638.01,2667.51,101.01,41.66,5790.75,55.21,0.83,0.93,4480.47,3453.22,1417.72,1649.97,1996.22,54389.24,28.48,2.55,149.14,1727.1,1042.43,-3.27,4.7,65.0,58.0,55.6,54.6,52.1,40.3,2024-04-29,92.8,40.8,,,,3.36,230.76
2024-04-30,College,,<80,37.08,7041.19,4367.46,54.38,8215.92,381.33,242.67,0.61,-29.58,-9.49,-12.1,-7.77,-8.64,2105.43,2101.43,25.76,31.19,4023.02,50.09,-19.02,-6.77,3173.63,2388.12,999.38,1131.38,1203.88,28674.58,27.54,2.29,132.21,873.26,873.26,-6.4,-6.42,58.0,50.0,43.4,40.7,25.2,38.1,2024-04-23,75.5,24.6,,,,3.03,176.7
2024-05-02,College,,80-85,34.56,5471.08,4089.74,46.65,7938.4,453.0,304.0,0.55,-42.55,5.09,-0.77,5.75,3.45,2308.75,2358.25,30.25,31.44,4080.22,46.54,-6.35,4.94,4260.38,3403.38,1963.88,2550.38,2998.13,46959.58,32.13,2.8,176.27,929.59,929.59,-5.93,-5.92,60.0,66.0,38.0,36.8,40.6,29.5,2024-05-06,82.6,32.1,,,,3.96,192.87
2024-05-02,High School,,80-85,43.85,3117.63,4241.39,58.85,3601.38,555.5,329.5,0.56,-49.27,-10.01,-6.11,-8.92,-2.32,1704.0,1724.5,190.0,40.95,4483.7,62.21,-15.57,-4.27,3126.45,2421.55,1613.7,1828.95,1956.7,21135.94,32.13,2.18,132.01,895.92,721.25,-7.47,-13.2,58.0,58.0,39.0,38.5,40.8,24.6,2024-04-30,83.2,32.8,,,,3.43,158.58
2024-05-03,College,65-70,,40.46,5695.92,4335.86,52.14,6941.65,546.67,267.33,0.51,-35.0,8.72,28.75,10.38,25.6,2357.39,2355.63,361.78,34.44,4280.9,51.48,16.43,27.25,5015.8,4200.38,1328.1,1703.0,2203.5,47845.79,34.3,3.27,212.72,1226.53,833.14,-1.2,9.49,59.0,61.0,40.5,52.3,43.1,59.1,,,,2024-05-06,69.8,32.2,5.15,182.95
2024-05-03,College,,<80,42.7,5073.78,4628.62,58.08,7251.86,461.0,284.67,0.63,-39.49,-0.71,-3.85,2.34,8.65,2059.34,2066.06,62.56,34.85,4617.15,57.93,-11.47,8.51,3990.3,3207.24,1633.2,2162.8,2615.1,25947.91,35.88,2.48,165.37,1062.07,800.17,5.83,0.97,75.0,64.0,34.2,33.4,45.1,40.0,2024-04-30,71.8,27.6,,,,4.1,175.34
2024-05-06,High School,,80-85,39.47,3734.0,4341.07,55.61,4163.85,552.25,320.75,0.49,-42.28,7.14,20.64,2.08,-5.4,1777.16,1770.39,196.23,31.74,3903.99,50.01,12.38,-1.78,3644.0,2880.45,1510.3,1955.7,2316.4,37268.67,28.61,2.4,137.83,,,,,,,,,,,2024-05-13,80.6,21.4,,,,3.76,171.75
2024-05-07,College,,80-85,35.43,4875.77,4833.86,49.21,6091.53,563.33,306.67,0.45,-42.54,13.66,20.75,8.93,3.51,2278.13,2277.66,204.61,26.93,4109.76,41.83,8.17,8.3,3816.6,2853.39,1264.7,1412.6,1674.3,27479.0,28.48,1.99,117.35,1252.13,1056.91,-8.47,-10.39,62.0,59.0,,53.7,,37.5,2024-05-06,81.7,34.6,,,,2.96,216.13
2024-05-07,College,,90+,40.17,5070.26,4546.6,59.99,7031.24,462.0,266.5,0.63,-38.83,3.38,-2.49,5.51,15.65,1879.09,1985.59,24.09,39.75,4716.19,62.23,7.45,10.55,3683.38,2941.8,1164.88,1284.13,1625.38,45206.2,33.92,2.82,181.75,1141.59,759.09,9.35,4.55,73.0,60.0,49.4,44.9,47.5,35.5,2024-05-14,90.1,34.8,,,,3.96,166.74
2024-05-07,Pro,,85-90,45.33,6581.26,5095.63,57.37,11622.35,488.67,272.67,0.69,-40.84,2.88,4.58,-4.23,-0.94,2688.09,2742.76,57.42,39.13,4710.78,53.04,-2.64,-0.21,5040.92,4171.07,1358.67,1557.67,1782.92,32267.93,36.54,2.39,157.44,1195.59,887.09,-3.03,-7.59,67.0,57.0,44.5,50.7,47.8,45.2,2024-05-09,87.9,34.1,,,,4.79,195.38
2024-05-07,College,70+,,50.83,8005.41,6297.44,72.5,9967.31,436.67,208.0,0.89,-30.7,10.98,17.28,8.9,3.75,2667.5,2641.56,185.11,44.9,5657.12,65.12,8.71,4.71,4188.1,3335.22,1339.2,1495.7,1867.5,68059.83,36.81,3.07,205.45,1058.28,869.81,8.2,6.04,45.0,46.0,,37.7,,33.3,,,,2024-05-06,70.4,31.1,3.92,191.11
2024-05-07,High School,<65,,36.91,4233.94,3362.01,45.85,5816.39,570.33,356.33,0.44,-55.38,2.8,1.22,-0.55,6.81,2497.89,2505.31,158.47,29.07,3215.65,43.85,11.14,7.56,3129.8,2410.48,1182.9,1512.1,1926.6,23802.6,30.28,2.22,130.51,1054.45,737.21,-1.97,-3.28,55.0,53.0,37.0,,46.3,,,,,2024-05-06,55.3,15.4,3.35,161.33
2024-05-08,College,70+,,45.49,5430.84,5233.16,58.44,9633.96,477.67,293.67,0.64,-47.55,-1.37,-2.39,-2.71,-5.89,2580.97,2605.48,26.28,38.57,4976.14,55.57,3.54,-1.15,5502.9,4622.66,1788.6,2295.9,2981.3,0.0,26.17,2.38,135.05,1230.27,896.39,-11.23,-15.26,59.0,55.0,,45.5,,41.1,,,,2024-05-06,70.1,23.1,5.26,197.01
2024-05-08,High School,,<80,29.32,3570.47,3156.7,47.11,3060.48,592.25,257.25,0.38,-30.63,-4.28,-20.67,-6.02,13.67,1567.03,1454.59,364.06,26.67,2962.01,44.2,-15.54,7.93,2850.1,2192.66,1077.1,1437.2,1801.6,20619.49,23.17,1.92,103.05,,,,,,,,,,,2024-05-13,78.2,31.6,,,,3.34,147.42
2024-05-08,College,65-70,,43.51,4625.14,4900.29,59.63,5602.07,506.67,295.33,0.58,-42.35,-5.58,0.71,4.56,2.51,2068.57,2082.61,123.11,33.47,4304.21,52.38,-3.35,-0.32,4344.0,3537.01,1714.7,2035.8,2318.5,28023.68,32.39,2.38,150.04,1126.48,825.13,-4.17,1.44,73.0,60.0,52.4,57.3,53.5,42.2,,,,2024-05-07,65.8,23.7,4.39,180.77
2024-05-08,College,,80-85,44.74,5121.72,5402.83,61.95,6310.52,457.0,286.25,0.66,-39.21,6.73,0.98,3.94,6.77,2044.11,2055.12,52.04,37.18,4906.31,56.26,-1.86,4.72,3819.2,2960.73,1275.3,1377.4,1504.8,35594.99,29.43,2.45,143.84,1497.07,869.4,3.23,15.67,54.0,54.0,,,,,2024-05-07,84.0,24.2,,,,3.46,191.86
2024-05-08,College,70+,,47.28,4825.11,4923.13,59.79,5380.41,502.33,276.33,0.65,-40.49,2.28,2.0,0.8,5.81,2142.27,2138.66,183.36,34.32,4602.92,55.9,0.67,7.97,4016.0,3206.56,1599.6,2181.1,2790.5,31492.07,33.15,2.52,157.91,1263.7,824.36,7.53,5.56,59.0,62.0,56.7,68.5,50.6,62.5,,,,2024-05-07,70.3,15.2,3.97,181.15
2024-05-09,College,,80-85,39.49,7004.94,5334.42,58.49,8701.18,445.0,244.0,0.61,-33.16,-3.46,-0.88,-3.04,-5.35,2416.23,2423.98,112.73,37.97,5222.5,57.26,-1.6,-1.82,4307.06,3414.85,1880.81,2174.81,2437.06,42062.0,29.19,2.61,153.44,1084.06,911.73,-1.97,-0.7,55.0,60.0,58.8,55.4,56.5,59.3,2024-05-09,83.7,23.7,,,,3.82,200.64
2024-05-09,Pro,,85-90,31.63,13125.39,3720.01,46.77,7839.01,387.0,273.5,0.51,-28.86,-8.4,-12.35,-5.39,-6.7,1976.35,1946.85,226.6,31.78,3909.46,49.15,-5.77,-4.98,3576.24,2801.71,2095.74,2549.24,2724.99,44146.32,27.08,2.6,155.2,1294.01,796.01,-15.93,-6.52,60.0,54.0,63.2,50.1,34.9,49.8,2024-05-06,85.9,38.5,,,,3.59,175.01
2024-05-09,Pro,,90+,49.57,6457.7,6777.04,62.83,9433.74,544.0,298.67,0.63,-43.23,-7.15,-9.6,-0.95,1.15,2805.65,2816.31,24.65,46.15,6746.15,62.55,2.93,4.21,5534.88,4480.67,1582.38,1895.13,2314.38,47048.22,37.08,2.73,183.58,1439.98,1073.98,2.37,5.62,67.0,63.0,61.8,64.2,,75.4,2024-05-09,91.9,34.8,,,,4.24,237.29
2024-05-09,College,,85-90,38.14,5691.46,5063.2,51.13,7800.4,486.0,313.5,0.57,-41.43,1.24,10.54,2.79,1.55,2408.73,2407.48,49.48,35.83,5229.3,52.81,4.97,0.94,3864.92,2895.24,2122.92,2336.92,2479.92,58948.24,35.22,2.77,171.63,1298.06,1084.73,-1.6,-8.7,66.0,57.0,36.5,47.6,53.6,61.2,2024-05-07,86.0,28.6,,,,2.98,217.87
2024-05-09,Pro,,85-90,57.19,6955.69,6295.11,65.68,12968.34,458.0,272.67,0.87,-44.68,-6.36,0.21,-1.14,-0.79,3163.35,3199.02,91.35,49.27,6065.49,63.28,3.39,1.19,5752.41,4812.15,2200.66,2952.16,3660.16,42966.02,38.48,2.74,187.45,1440.35,957.35,-8.67,-2.13,59.0,58.0,51.3,56.4,49.9,63.8,2024-05-07,87.7,35.8,,,,5.12,210.87
2024-05-10,Pro,,90+,47.74,6943.14,5978.45,64.19,9354.63,444.0,246.5,0.75,-34.77,-5.63,-2.03,-5.96,-5.88,2616.84,2615.34,201.09,44.02,6108.05,65.58,15.92,-2.39,4373.84,3465.94,1563.34,2030.59,2458.34,52544.55,26.85,2.53,143.79,1176.84,927.84,8.1,2.75,59.0,61.0,53.0,55.1,52.4,59.3,2024-05-07,90.3,29.0,,,,3.79,204.91
2024-05-10,Pro,,85-90,58.16,7403.61,7357.91,71.53,11763.14,491.5,284.5,0.77,-42.21,4.77,15.5,-0.22,-4.91,3212.14,3238.14,115.89,48.5,7299.62,70.96,22.97,1.77,4822.56,3822.48,2430.81,2984.06,3326.81,59027.36,33.15,2.82,179.92,1808.89,1024.39,9.75,-4.33,44.0,50.0,67.3,66.7,67.2,85.2,2024-05-07,87.9,23.1,,,,3.79,226.31
