test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs]
2023-04-25,College,65-70,,52.42,6315.19,5765.16,64.45,9048.64,453.25,281.0,0.76,-43.33,-5.72,3.58,-4.94,-9.54,2806.75,2820.1,83.9,45.93,5781.99,64.63,0.27,-9.14,5287.2,4409.9,3813.5,3830.9,3837.6,,,,,,,,,65.0,62.0,55.1,56.5,54.0,53.0,,,,2023-05-04,69.1,23.8,5.03,196.81
2023-04-27,College,<65,,,,,,,,,,,,,,,,,,,,,,,5617.9,4625.96,1909.5,2571.9,3332.3,,,,,,,,,71.0,81.0,54.8,50.7,,48.8,,,,2023-04-24,52.2,24.5,,
2023-04-27,Pro,<65,,44.15,7754.91,5476.6,60.5,9924.62,410.0,236.75,0.72,-32.07,-10.31,-14.63,-7.35,2.17,2538.21,2544.46,60.46,39.56,4998.87,55.22,-0.65,1.76,,,,,,42679.09,35.48,2.78,182.01,,,,,43.0,32.0,47.3,40.2,61.6,46.3,,,,2023-04-24,60.3,21.1,,199.14
2023-04-27,Pro,<65,,37.39,8998.14,5658.8,53.52,12120.26,408.25,230.75,0.67,-32.64,0.36,4.11,-2.78,-7.05,3095.95,3103.14,169.45,34.13,5856.61,55.39,8.8,-3.39,,,,,,64754.9,34.0,3.14,203.52,,,,,50.0,55.0,44.0,66.5,64.6,54.4,,,,2023-04-24,62.6,22.7,,232.63
2023-05-02,College,,<80,44.93,7187.86,5995.83,60.46,10585.96,453.0,255.75,0.75,-35.11,11.57,16.08,6.62,2.52,2634.15,2630.55,111.75,38.84,5580.3,56.27,3.73,2.16,4562.89,3588.31,1772.16,2141.29,2756.9,33172.67,38.31,2.69,183.12,,,,,57.0,48.0,55.6,49.2,65.2,70.5,2023-05-01,76.0,47.5,,,,3.69,218.17
2023-05-02,College,65-70,,48.45,7647.5,6297.4,68.9,11771.42,451.0,237.0,0.74,-34.22,-8.76,-7.39,-3.84,-6.13,2666.5,2670.53,63.7,42.86,5952.52,65.13,-7.93,-1.03,4498.95,3600.46,1053.86,1306.64,1551.27,52311.81,37.62,3.16,210.94,,,,,44.0,53.0,49.3,60.5,50.6,54.8,,,,2023-05-01,66.6,22.1,4.02,201.08
2023-05-02,College,,80-85,33.95,6456.91,4691.92,50.16,7077.69,437.25,270.75,0.5,-32.61,-4.06,-10.25,-0.89,-1.38,2257.83,2257.83,154.2,33.29,4798.15,51.3,-7.92,-4.28,3384.62,2465.44,1776.87,2191.4,2336.16,37497.49,26.62,2.4,136.44,,,,,55.0,65.0,36.7,37.3,43.1,39.3,2023-05-01,81.5,31.0,,,,2.69,205.79
2023-05-02,College,65-70,,41.37,4724.16,4495.95,59.0,6091.02,462.25,268.0,0.67,-38.61,1.92,10.4,2.24,-0.93,1898.78,1909.53,88.59,39.69,4479.97,58.79,1.79,2.5,,,,,,43770.94,28.99,2.88,175.67,,,,,60.0,64.0,46.3,48.7,38.2,49.1,,,,2023-05-15,65.3,36.3,,167.64
2023-05-11,College,,80-85,33.41,5434.74,4570.51,48.74,7300.93,483.0,344.5,0.48,-42.98,1.5,-4.02,-6.0,-7.46,2274.48,2363.53,30.6,29.99,4229.55,45.11,2.34,-10.29,3711.01,2789.28,1926.93,2201.93,2544.89,442642.38,34.05,2.79,169.55,,,,,66.0,75.0,35.1,41.5,48.9,55.9,2023-05-11,80.8,23.4,,,,3.03,206.29
2023-05-11,High School,,80-85,41.66,5690.04,4868.03,59.78,6774.51,469.75,264.25,0.66,-35.38,-0.04,-14.99,5.34,8.41,2117.5,2137.2,129.13,37.0,4601.91,56.52,7.24,6.91,4118.93,3318.32,1293.8,1724.98,2279.2,41874.54,31.51,2.66,164.89,,,,,57.0,56.0,47.6,43.8,46.4,58.6,2023-05-08,84.0,21.9,,,,4.16,179.15
2023-05-12,College,,<80,42.41,4504.88,4898.39,60.19,5209.58,466.33,285.33,0.58,-37.25,5.14,10.22,6.14,7.37,1874.23,1738.27,59.93,36.92,4138.29,50.85,8.82,3.26,3015.21,2213.52,1082.23,1408.59,1618.01,25053.95,18.26,2.11,102.83,,,,,48.0,52.0,36.7,33.7,24.4,31.7,2023-05-11,77.8,30.2,,,,2.77,179.04
2023-05-16,College,,80-85,48.93,5771.96,6059.74,64.82,7942.97,484.25,305.5,0.66,-38.89,-6.05,-9.5,-4.89,-4.46,2301.08,2315.0,73.35,40.07,5398.38,57.74,-14.04,0.85,4577.44,3657.67,1280.99,1593.99,2072.48,46565.64,34.56,2.66,173.22,,,,,72.0,68.0,41.9,57.0,80.7,77.9,2023-05-15,81.4,29.2,,,,3.99,205.68
2023-05-16,College,<65,,44.2,4536.04,4475.88,55.27,5760.05,522.25,309.75,0.58,-43.5,5.62,3.28,2.71,4.47,2085.49,2098.49,127.3,35.7,4111.25,50.76,-0.11,2.08,,,,,,37484.38,33.79,2.84,183.25,,,,,60.0,52.0,36.5,41.7,36.7,46.5,,,,2023-05-15,55.5,30.2,,178.18
2023-05-17,College,<65,<80,35.01,5743.98,5259.32,51.06,6376.04,583.75,271.0,0.47,-34.8,1.89,5.13,0.02,1.81,2472.15,2465.65,491.7,29.87,4708.26,45.71,-2.17,-2.47,4221.18,3210.51,1614.57,2176.11,2489.39,64766.47,26.39,2.24,130.67,,,,,73.0,81.0,45.6,49.3,49.9,43.8,2023-05-15,69.4,21.8,2023-05-15,62.7,20.0,3.18,226.6
2023-05-23,College,<65,,43.96,6928.88,5254.89,61.7,9209.68,450.25,227.0,0.68,-33.95,0.88,6.78,0.38,1.73,2509.0,2513.62,161.62,37.88,5079.33,59.64,7.07,6.24,,,,,,42416.63,23.57,2.62,141.24,,,,,46.0,56.0,38.7,51.7,55.1,55.0,,,,2023-05-15,63.9,16.6,,187.37
2023-05-23,College,,85-90,54.53,8657.41,7034.79,77.78,10549.73,393.33,217.0,0.88,-30.18,11.36,11.68,6.38,-2.37,2757.97,2761.27,155.97,49.08,6307.3,69.74,-0.04,1.18,4457.31,3570.79,1569.25,2045.75,2653.1,276485.03,25.91,2.59,142.68,,,,,57.0,54.0,48.7,44.3,45.4,48.0,2023-05-22,88.4,34.8,,,,4.03,198.97
2023-05-23,College,,<80,31.2,3586.99,4373.3,45.22,3591.64,668.0,352.0,0.31,-45.11,7.18,10.66,3.61,1.78,2058.7,2059.75,446.63,26.23,4033.79,41.71,5.78,2.12,4157.54,3208.35,1018.68,1128.46,1307.73,37957.4,27.66,1.78,102.83,,,,,45.0,55.0,29.2,29.4,26.9,21.6,2023-05-22,78.6,43.4,,,,3.38,212.78
2023-05-23,College,<65,,39.11,4814.01,3634.84,53.24,6418.33,462.25,260.25,0.54,-35.07,9.85,16.23,6.75,2.37,1777.68,1767.58,79.93,34.86,3684.98,53.98,27.15,0.27,3496.12,2825.15,1073.12,1626.35,2069.26,65210.53,25.27,3.24,177.66,,,,,51.0,53.0,42.9,45.6,30.5,49.2,,,,2023-05-22,60.4,33.1,4.22,150.19
2023-05-23,College,,<80,44.03,8007.53,5945.56,66.06,8245.66,429.33,212.33,0.69,-27.22,5.13,21.83,3.22,-1.14,2513.9,2433.37,259.6,40.73,5351.57,59.45,8.03,-5.12,4519.1,3634.64,851.93,1000.84,1051.2,33625.91,25.94,2.17,114.55,,,,,41.0,54.0,53.6,51.4,61.8,70.1,2023-05-22,71.4,26.8,,,,4.12,198.02
2023-05-24,College,,85-90,39.24,4257.71,4067.16,55.06,6086.01,465.25,300.5,0.54,-44.22,-7.07,-4.38,-5.49,-4.56,1922.75,1941.65,62.68,36.48,4285.79,58.02,10.93,-2.7,3222.4,2492.98,1349.0,1812.79,2188.96,27713.63,34.17,2.79,174.51,,,,,78.0,69.0,37.7,39.2,24.3,38.3,2023-05-23,86.4,40.3,,,,3.44,162.51
2023-05-24,College,,<80,41.12,8797.0,5830.39,57.88,9970.04,403.5,225.75,0.81,-31.63,9.48,21.93,4.62,-2.21,2943.53,2959.6,179.3,33.78,5365.5,53.31,15.75,1.82,4369.45,3379.76,1757.76,2489.23,3179.08,31550.84,40.53,2.62,166.12,,,,,48.0,49.0,50.8,55.8,46.4,53.9,2023-05-25,75.3,28.5,,,,3.42,221.61
2023-05-24,College,,<80,52.45,7030.2,6532.32,74.88,7543.52,440.25,216.5,0.83,-30.53,4.88,-1.28,3.69,3.18,2540.53,2374.55,235.27,49.32,6180.96,70.86,6.61,7.2,5993.11,5134.24,1446.32,1937.0,2701.53,56812.94,37.62,2.83,191.35,,,,,70.0,60.0,57.6,72.8,71.0,83.7,2023-05-25,78.3,32.9,,,,6.0,191.91
2023-05-24,College,,80-85,45.61,5866.56,5283.03,60.57,6810.02,464.75,273.0,0.63,-36.91,-1.68,0.53,2.68,7.08,2242.33,2241.9,76.1,40.47,4572.85,52.43,4.09,2.67,3853.29,2994.82,1313.97,1639.78,2139.32,34599.88,31.14,2.28,139.84,,,,,51.0,58.0,40.3,58.3,45.7,38.2,2023-05-23,83.9,30.2,,,,3.5,191.88
2023-05-25,College,,80-85,40.94,7582.14,5615.78,59.35,12182.54,435.5,237.5,0.72,-34.71,-2.6,5.9,2.87,-0.41,2666.68,2661.88,30.75,37.85,5380.08,56.86,11.73,8.04,,,,,,32835.72,33.53,2.5,160.79,,,,,58.0,48.0,43.1,45.7,38.0,45.7,2023-05-11,84.5,30.4,,,,,208.19
2023-05-25,College,,<80,42.3,5053.52,4761.82,54.31,6246.97,538.0,296.5,0.56,-43.6,16.33,26.09,14.19,0.23,2309.0,2320.98,114.15,34.98,4937.74,56.32,6.84,0.57,4725.08,3861.21,1429.94,2405.13,2942.93,79052.85,34.96,3.3,210.18,,,,,58.0,64.0,74.0,64.3,51.3,65.5,2023-05-25,76.4,40.6,,,,4.49,192.9
2023-05-25,College,,<80,41.72,3953.06,5305.54,61.39,4590.88,551.25,331.5,0.54,-42.58,-7.23,-12.2,-16.33,-11.1,2080.68,1893.48,203.25,39.73,5143.5,59.52,-8.36,-5.39,3734.16,2883.34,1642.79,2252.3,2720.62,42423.46,34.17,2.79,173.89,,,,,61.0,46.0,50.1,41.9,44.8,42.0,2023-05-23,78.3,27.4,,,,3.4,190.12
2023-05-25,College,,<80,38.11,6639.47,4845.91,55.7,9193.66,417.25,265.0,0.62,-34.35,6.03,2.02,7.81,12.2,2253.93,2281.98,12.75,32.98,4261.72,49.02,-4.32,9.56,3952.27,3096.54,1312.15,1700.34,2296.74,24606.13,33.53,2.23,136.34,,,,,55.0,66.0,48.2,48.0,34.0,41.5,2023-05-25,70.7,36.4,,,,3.63,191.4
2023-05-25,Pro,,90+,43.56,5416.47,5702.79,58.94,7027.65,535.0,294.67,0.57,-41.22,-4.16,2.09,-8.42,1.79,2448.27,2464.43,235.9,34.46,5090.53,52.61,3.61,1.84,,,,,,77439.93,26.28,2.27,126.47,,,,,64.0,58.0,,,,,2023-05-25,94.1,36.2,,,,,212.87
2023-05-25,College,,<80,30.75,4517.95,3969.06,46.1,4287.11,535.0,283.25,0.41,-32.53,3.32,21.4,1.24,-14.94,1845.3,1805.35,335.38,27.54,3906.26,45.37,17.95,-7.66,3137.71,2288.06,935.75,1066.4,1261.86,47327.27,22.56,2.4,127.21,,,,,53.0,50.0,52.1,45.6,49.3,43.0,2023-05-22,70.4,28.3,,,,2.71,189.42
2023-05-26,College,,<80,49.55,5933.65,5997.15,64.5,8242.55,461.75,264.5,0.77,-42.68,4.53,13.88,4.06,1.16,2600.95,2618.95,91.1,45.99,5905.43,63.51,4.08,-0.7,3903.73,2987.1,1274.79,1707.16,2084.43,89210.75,29.55,2.33,144.56,,,,,52.0,54.0,47.3,39.0,43.5,33.5,2023-06-06,72.4,28.4,,,,3.28,204.56
2023-05-26,High School,<65,,24.31,5058.59,3831.46,39.96,5111.21,523.5,342.0,0.32,-35.38,1.27,-1.06,-6.35,0.06,1951.84,1989.78,203.22,22.44,3582.64,37.36,-5.51,8.17,,,,,,34827.3,17.29,1.69,76.66,,,,,59.0,52.0,38.5,38.7,38.2,38.6,,,,2023-05-25,57.7,17.7,,210.96
2023-05-27,College,,<80,42.09,4415.69,4314.14,53.67,7051.54,489.25,338.25,0.56,-47.82,-7.13,-8.15,-1.68,-4.93,2089.7,2117.6,7.03,39.35,4167.44,51.84,-7.95,-1.35,3451.33,2661.01,1267.17,1914.63,2306.45,30438.27,22.56,1.89,101.12,,,,,73.0,77.0,52.5,55.4,52.2,56.0,2023-06-01,74.1,47.3,,,,3.38,176.86
2023-05-29,College,,90+,44.54,5262.43,5779.36,58.93,7898.03,487.0,339.0,0.62,-47.01,-8.19,-4.23,-2.76,-0.33,2500.42,2527.88,53.93,41.64,5464.11,55.71,1.1,-1.88,4170.97,3207.07,1383.1,1681.8,2136.59,14634.65,37.35,2.27,153.96,,,,,63.0,53.0,54.1,45.7,45.8,60.8,2023-05-23,90.2,32.7,,,,3.33,215.78
2023-05-30,College,,85-90,41.02,8147.75,5822.16,60.4,11097.29,400.75,218.75,0.72,-32.19,-1.77,3.44,0.11,1.62,2675.25,2674.7,58.4,38.06,5237.61,54.34,4.64,2.33,4099.94,3153.4,1386.18,1665.98,2056.48,55157.67,24.38,2.44,128.93,,,,,55.0,56.0,40.7,51.8,65.4,59.1,2023-05-29,85.1,29.9,,,,3.34,212.06
2023-05-30,College,,85-90,48.86,4410.74,5869.14,67.94,5284.31,595.0,282.25,0.57,-40.56,10.76,21.92,12.89,10.21,2138.68,2027.77,236.15,44.79,5487.67,63.52,19.03,13.02,3824.09,2978.66,1231.34,1503.85,2075.0,42923.02,33.15,2.92,184.17,,,,,58.0,53.0,46.1,51.0,35.6,37.1,2023-05-29,86.0,36.5,,,,3.52,190.06
2023-05-30,College,,85-90,62.26,6040.28,6525.47,75.56,10796.89,474.75,265.0,0.93,-47.28,0.89,-1.64,2.87,-1.27,2892.08,2921.7,71.82,56.83,6414.07,74.27,4.7,-1.58,3738.08,2889.8,1624.04,2048.19,2400.27,76314.75,31.26,3.06,188.21,,,,,58.0,60.0,50.7,53.4,54.2,48.6,2023-05-29,85.4,20.4,,,,3.41,189.99
2023-05-31,College,,<80,51.36,5157.47,5393.47,64.54,8332.21,474.75,288.25,0.72,-47.1,2.23,0.56,1.97,-0.87,2439.98,2468.5,37.05,42.66,4800.83,57.45,9.06,-2.12,4275.9,3456.46,1112.9,1383.1,1833.0,0.0,26.51,2.42,136.31,,,,,65.0,77.0,50.5,50.7,71.0,48.5,2023-06-01,77.2,47.4,,,,4.22,183.85
2023-05-31,High School,,<80,40.65,3056.75,3953.53,55.54,4155.1,532.0,304.75,0.58,-49.38,6.48,9.57,7.19,12.5,1591.55,1602.35,103.0,37.87,3633.7,51.05,6.41,11.21,3505.9,2811.29,1230.3,1525.9,1982.6,26925.84,29.43,2.36,141.61,,,,,60.0,52.0,34.6,32.3,42.3,47.1,2023-05-30,79.3,28.8,,,,4.03,156.62
2023-05-31,College,,<80,38.78,4125.2,4578.14,51.8,4485.83,625.0,304.25,0.43,-38.06,4.92,11.72,5.34,8.75,1987.83,1981.58,411.15,29.66,4255.62,48.14,13.48,9.21,3027.9,2166.68,1452.6,1953.3,2376.6,20857.06,26.28,1.79,102.13,,,,,69.0,60.0,38.6,38.1,34.6,29.8,2023-05-30,79.0,39.2,,,,2.5,194.46
2023-06-01,College,,80-85,46.99,4633.07,4981.93,61.67,5941.24,547.5,267.75,0.65,-42.07,-5.41,0.41,-5.99,-7.55,2161.69,2168.8,229.46,37.25,4192.55,51.9,-3.88,-4.45,4301.7,3512.46,1029.7,1503.1,2203.3,24773.25,31.63,2.24,139.47,,,,,45.0,36.0,47.5,42.4,44.7,41.5,2023-05-29,80.1,25.3,,,,4.43,177.74
2023-06-01,High School,,<80,33.56,2010.67,2588.0,48.99,1488.01,674.25,340.5,0.32,-36.97,-1.76,-1.95,-2.95,-6.19,1164.45,1021.59,272.21,28.89,2359.81,44.67,0.1,-1.87,,,,,,39799.83,30.65,2.87,170.3,,,,,49.0,78.0,25.9,28.3,18.3,28.0,2023-05-31,64.4,26.8,,,,,116.23
2023-06-01,College,,<80,38.55,7063.34,5179.29,50.07,10738.88,438.5,292.5,0.59,-40.59,6.45,8.55,8.36,4.42,2915.03,2946.43,79.05,32.45,4790.1,46.31,3.92,6.05,4391.3,3376.9,1872.8,2610.9,3277.7,53728.13,26.28,2.19,122.4,,,,,64.0,53.0,40.3,57.7,64.6,52.4,2023-05-31,65.3,35.0,,,,3.33,227.57
2023-06-02,College,,90+,39.83,6421.62,5532.29,52.11,8006.9,496.25,293.75,0.56,-40.93,5.06,5.45,5.9,9.5,2755.91,2754.67,124.8,37.79,5046.04,47.53,0.92,1.9,5519.2,4486.17,2068.6,2475.7,3678.7,57399.16,26.96,2.52,138.05,,,,,68.0,62.0,53.3,59.0,61.7,77.0,2023-06-02,90.6,39.0,,,,4.31,233.55
2023-06-02,College,,80-85,40.44,7382.53,5026.21,59.29,7125.3,445.0,221.75,0.63,-26.86,5.24,4.78,6.48,6.76,2308.22,2257.52,273.17,34.59,4262.53,50.28,12.02,-1.34,3390.8,2563.9,1547.0,1883.6,2158.1,24251.96,26.96,1.89,105.71,,,,,48.0,46.0,30.9,39.6,53.3,46.1,2023-06-01,82.3,21.8,,,,3.08,186.52
2023-06-02,Pro,,<80,41.97,5057.28,5278.45,59.97,5902.79,509.25,275.75,0.55,-37.13,11.58,23.21,14.0,8.37,2102.94,2033.34,153.15,39.94,5132.36,58.32,24.14,6.74,4451.0,3592.72,1263.1,1556.3,2133.2,35241.77,37.08,2.59,174.61,,,,,46.0,43.0,36.1,40.8,20.4,43.8,2023-06-01,79.5,38.0,,,,4.16,193.62
2023-06-02,College,,80-85,39.9,6830.35,5972.97,62.14,7029.23,458.0,242.5,0.59,-29.04,0.67,-0.55,5.04,-11.73,2484.11,2300.39,304.66,34.11,5766.17,59.99,-5.06,-9.61,4326.2,3386.43,1860.9,2733.6,3187.1,42979.08,32.39,2.66,164.36,,,,,50.0,56.0,37.5,42.3,42.7,36.7,2023-06-02,84.9,26.4,,,,3.59,211.46
2023-06-03,College,,80-85,42.85,6168.48,5509.67,56.81,9340.72,472.75,287.0,0.63,-39.14,5.4,6.24,3.7,-0.04,2437.98,2473.86,66.7,38.27,4950.31,51.04,-5.2,1.64,3926.4,2981.53,1573.4,2007.2,2907.6,40576.96,34.64,2.65,167.38,,,,,65.0,67.0,40.6,34.6,61.1,44.4,2023-06-02,81.2,42.1,,,,3.13,213.38
2023-06-03,College,,<80,43.54,5857.6,5474.19,56.7,7516.21,484.5,268.5,0.66,-39.93,2.07,3.88,2.6,3.25,2436.33,2423.95,109.56,35.04,5037.29,52.18,11.05,4.02,4673.8,3728.14,1222.6,1366.4,1682.4,33762.4,30.52,2.31,136.97,,,,,58.0,36.0,53.1,59.0,49.2,,2023-06-02,74.0,11.2,,,,3.94,212.39
2023-06-03,College,,<80,46.07,3775.85,4581.2,61.94,4597.0,508.0,314.5,0.64,-41.64,5.18,3.4,4.82,7.38,1680.07,1676.33,103.07,39.32,4264.97,57.67,-3.42,5.46,3907.2,3187.59,982.1,1028.0,1169.3,40442.7,33.92,2.87,182.46,,,,,60.0,62.0,36.5,43.0,46.2,38.6,2023-06-02,69.6,26.5,,,,4.39,162.71
2023-06-03,College,,80-85,45.8,3417.55,4248.1,61.06,3787.69,591.25,306.75,0.52,-44.56,-7.03,-0.98,-3.33,2.48,1765.21,1755.27,238.46,39.7,4249.88,61.09,-5.32,-0.84,3315.6,2637.67,1172.0,1428.0,1686.5,37624.67,23.62,2.55,143.58,,,,,65.0,65.0,37.1,50.3,30.1,30.7,2023-06-01,80.7,57.5,,,,3.87,153.05
2023-06-06,College,,80-85,33.48,5605.23,3996.08,47.92,5761.92,453.5,273.25,0.49,-30.35,-1.47,5.14,-0.37,0.79,1871.7,1856.99,154.78,28.51,3806.71,45.65,-2.37,1.52,2724.4,1913.29,1582.2,1957.1,2112.1,57020.7,27.19,2.7,151.58,,,,,,,,,,,2023-06-01,80.7,57.5,,,,2.34,183.46
2023-06-06,High School,,85-90,43.02,6208.01,4905.61,55.86,11606.99,469.25,288.0,0.63,-40.78,-6.56,-5.83,-6.77,-1.82,2452.3,2552.7,25.3,39.78,4785.07,54.49,1.6,-1.08,4065.6,3204.48,1768.4,2380.1,2773.6,52784.6,30.04,2.79,177.19,,,,,56.0,59.0,45.1,53.2,37.1,40.2,2023-06-06,85.3,35.0,,,,3.72,193.18
2023-06-06,College,,80-85,42.34,3227.52,4941.06,53.49,4052.1,709.67,426.33,0.39,-64.21,-13.61,-4.44,-13.0,-3.09,2350.13,2351.28,277.46,38.68,4863.86,52.65,-11.22,-8.31,3624.1,2726.11,1523.9,1919.2,2385.3,20099.74,25.94,1.6,87.7,,,,,60.0,57.0,30.8,39.8,30.0,38.6,2023-06-05,84.9,20.2,,,,3.01,203.24
2023-06-06,College,,<80,36.28,3915.47,3161.88,53.1,4185.17,448.25,261.5,0.53,-32.19,9.13,15.55,6.34,2.86,1389.89,1382.68,127.57,34.08,2994.33,50.28,-5.36,1.41,1659.7,1077.87,676.3,710.3,757.5,39478.97,29.31,3.06,180.81,,,,,57.0,56.0,36.4,39.3,31.4,28.8,2023-06-06,60.6,14.1,,,,1.85,131.01
2023-06-06,College,,<80,41.24,4675.58,4701.27,55.23,6163.31,518.33,298.67,0.56,-43.78,9.4,10.36,9.1,5.14,2170.9,2179.17,136.57,36.87,4692.03,55.12,-0.13,8.41,4247.3,3411.48,1349.34,1702.76,2159.41,39295.89,31.26,2.68,159.86,,,,,64.0,60.0,36.3,40.2,46.8,53.6,2023-06-05,72.3,38.3,,,,4.09,187.26
2023-06-06,High School,,<80,35.68,3996.79,3681.71,49.14,4131.89,544.75,299.0,0.48,-37.73,9.02,12.53,8.77,10.69,1713.25,1696.5,196.33,33.96,3708.46,49.49,0.22,7.98,3415.88,2677.93,1234.66,1459.21,1629.24,119650.62,22.77,2.16,113.1,,,,,48.0,48.0,35.7,40.6,31.8,55.5,2023-06-05,55.2,32.1,,,,3.64,164.85
2023-06-06,High School,,80-85,26.64,4513.52,3657.88,40.04,4825.05,522.5,306.5,0.39,-39.86,-2.84,-3.99,0.58,2.97,2035.93,2036.11,233.32,25.93,3620.01,39.62,3.8,1.8,3924.8,3036.32,1401.8,1688.8,2254.0,59540.74,27.66,2.86,172.01,,,,,53.0,59.0,43.5,37.6,34.0,35.1,2023-06-05,81.6,25.1,,,,3.39,201.01
2023-06-06,College,,80-85,33.9,6239.96,4901.98,51.03,7591.33,457.75,290.5,0.47,-33.88,-3.05,2.86,-3.53,-6.8,2226.56,2243.98,148.88,31.55,4845.9,50.44,10.32,-1.38,4376.6,3439.38,1928.8,2565.8,2968.6,59332.07,30.04,2.87,175.05,,,,,,,,,,,2023-06-01,80.7,57.5,,,,3.65,211.35
2023-06-06,College,,80-85,47.42,6687.49,5758.83,59.07,12356.45,462.75,265.25,0.74,-43.71,-0.68,-7.87,0.07,0.52,2914.47,2939.36,16.04,46.12,5894.34,60.46,-18.62,0.78,4383.7,3436.87,2280.4,3015.4,3721.2,46722.12,22.25,2.43,123.59,,,,,63.0,68.0,57.6,58.9,58.4,50.5,2023-06-05,80.9,28.7,,,,3.59,214.48
2023-06-06,High School,<65,,17.86,1604.56,1097.41,33.47,1221.8,519.25,327.75,0.23,-27.92,5.29,12.46,3.34,3.98,635.75,568.05,136.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06,33.1,24.6,,72.14
2023-06-06,High School,,90+,39.79,6861.22,5645.67,52.39,9260.81,445.25,291.5,0.65,-39.21,18.36,15.48,13.69,2.9,2678.72,2695.44,5.9,33.88,5041.48,46.78,8.24,5.93,4536.1,3486.59,1263.4,1428.3,1543.6,34059.39,29.31,2.04,117.0,,,,,53.0,61.0,53.7,57.8,55.6,61.7,2023-06-05,90.8,32.5,,,,3.3,237.09
2023-06-06,High School,,<80,46.63,2952.62,4287.54,61.38,2796.43,658.33,309.0,0.5,-42.54,-3.34,10.85,-0.73,-7.02,1645.3,1616.6,361.27,39.05,4183.74,59.9,5.98,-0.79,2860.46,2173.5,865.79,1077.12,1273.89,22432.99,33.15,2.42,146.6,,,,,60.0,54.0,35.4,31.2,42.3,35.9,2023-06-05,74.0,34.2,,,,3.17,153.67
2023-06-06,High School,,<80,40.15,3777.42,4261.49,52.65,4857.67,533.0,343.0,0.48,-49.9,1.76,-0.2,4.61,4.35,1993.24,1999.59,117.89,35.24,4130.64,51.04,5.18,6.71,3744.9,2956.35,1466.1,1999.1,2931.2,50060.65,28.84,2.81,165.93,,,,,57.0,49.0,42.9,44.3,55.3,53.9,2023-06-05,80.0,34.9,,,,3.72,178.07
2023-06-06,High School,<65,,14.89,3653.75,1448.17,31.3,2912.66,485.25,238.0,0.25,-19.84,3.78,17.07,5.97,10.4,1050.65,938.28,270.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06,43.3,16.8,,101.79
2023-06-06,College,,80-85,39.68,6600.13,4799.14,56.64,8183.1,440.75,253.0,0.62,-33.62,-1.73,-6.76,-0.78,10.18,2300.99,2298.69,90.0,33.63,4129.78,48.74,-14.4,1.19,4786.9,3962.16,1507.4,2117.8,2638.9,73138.97,34.17,3.23,205.93,,,,,51.0,56.0,53.0,53.4,48.5,45.9,2023-06-05,83.1,27.1,,,,4.77,186.43
2023-06-06,College,,80-85,41.98,6896.8,5342.15,56.09,8544.66,473.75,269.0,0.61,-35.69,6.83,6.56,4.31,-0.02,2636.26,2658.06,201.23,36.83,5264.33,55.28,-0.33,5.64,4652.3,3725.47,1336.9,1709.9,2258.3,,,,,,,,,58.0,38.0,45.4,51.3,55.4,60.3,2023-06-05,84.7,30.4,,,,3.99,209.53
